,Radix Sort(Base 10),Radix Sort(Base 2^16),Merge Sort,Shell Sort,Shell Sort Knuth's Sequence,Quick Sort(Median of Three),Quick Sort(Median of Five),Quick Sort(Median of Seven),Heap Sort,STL Sort
423000,144979,52951,50989,27995
424000,146990,52943,49990,27996
425000,153024,53992,49994,27996
426000,158988,52982,49995,27997
427000,146032,53034,50985,28004
428000,145994,58990,49989,29996
429000,144986,52984,54001,28041
430000,146980,53988,51954,28033
431000,146940,57992,49993,29997
432000,150976,53033,50971,27996
433000,149979,57578,51995,29013
434000,148932,57992,52991,27994
435000,169930,56995,51989,27991
436000,157966,52989,52989,27992
437000,150976,53034,51974,28002
438000,149942,54029,53002,30989
439000,157931,50992,52990,28991
440000,153550,51994,52003,28996
441000,153976,52034,50994,29032
442000,153981,51952,52006,28992
443000,156939,51990,51990,28994
444000,176528,52005,51942,28995
445000,165977,51992,54032,29956
446000,155980,51996,53003,28995
447000,170930,55032,54004,29991
448000,180975,52993,53022,28997
449000,160972,52992,53993,30015
450000,179976,52994,52991,29995
451000,159026,53991,70945,32033
452000,160969,55002,61956,36997
453000,161978,55988,56000,29986
454000,156989,57983,52992,31000
455000,160932,56988,58972,29995
456000,160020,52989,53989,29996
457000,158977,52988,54986,30997
458000,163330,54033,53993,29955
459000,175976,53032,53993,31034
460000,158939,53987,56987,30993
461000,173975,58985,56038,29993
462000,157978,54953,56006,30994
463000,160281,53975,56027,32969
464000,168024,53993,59942,31042
465000,159926,54995,58990,29994
466000,165976,55989,56036,29996
467000,165931,57992,54990,30995
468000,162974,57051,56295,30993
469000,164012,55992,55005,30996
470000,166618,54992,54993,30033
471000,162942,54990,55990,30994
472000,187020,57992,54981,30992
473000,173976,55994,54993,33990
474000,160977,57003,55991,36985
475000,161940,54992,60989,30994
476000,161019,54992,59030,31996
477000,163962,65958,55995,30998
478000,231978,58941,56993,32001
479000,164980,57942,66989,33992
480000,165973,57033,56990,30997
481000,163981,55989,56988,32961
482000,171989,57025,59985,32005
483000,163991,56992,58983,32973
484000,163014,58989,66953,43992
485000,173973,56987,56994,30998
486000,182024,58989,57949,30993
487000,171022,57989,58251,31996
488000,172985,58004,58044,32996
489000,167927,58989,57988,35993
490000,167974,56989,62990,32036
491000,169014,58984,57992,31987
492000,171937,58040,59991,32995
493000,176971,60021,59000,32310
494000,176977,65987,58992,32994
495000,172018,57994,57961,31959
496000,182011,58003,62943,32992
497000,169023,57992,60978,31996
498000,168169,63980,60993,31995
499000,202972,60991,58993,32036
500000,176935,81029,60003,32993
501000,179019,59002,59940,34988
502000,190005,59994,61992,32995
503000,175024,60992,58994,32000
504000,190975,59985,61999,31995
505000,178924,59991,62992,34056
506000,177977,59983,61992,32995
507000,174028,59943,59987,34045
508000,174977,71940,63039,33992
509000,182941,60990,59989,33992
510000,194971,61041,59985,33041
511000,178980,61988,61989,34994
512000,172976,62978,65949,35007
513000,175980,63990,62018,34997
514000,173928,61225,61992,33946
515000,197973,62990,60944,33995
516000,190973,59990,60992,32996
517000,174983,60000,77946,35035
518000,177976,63942,61988,34045
519000,178926,62041,61993,33995
520000,180927,60991,61254,33997
521000,181976,60993,61988,33994
522000,176977,60990,71993,43044
523000,225972,68040,61996,33995
524000,179928,60992,62037,34002
525000,200920,63991,62993,37044
526000,177990,60988,60991,37994
527000,179926,63992,73037,36991
